Filepath,File Name,Sample Type,Method,Batch
RPpos/HEU_Batch1_Solvent_Blank_MobileA50B50_RP_pos_2_SZ_07282023_152.mzML,HEU_Batch1_Solvent_Blank_MobileA50B50_RP_pos_2_SZ_07282023_152.mzML,Solvent_Blank,RPpos,1
RPpos/HEU_Batch3_Sample43_RP_pos_SZ_07062023_110.mzML,HEU_Batch3_Sample43_RP_pos_SZ_07062023_110.mzML,Unknown,RPpos,3
RPpos/HEU_Batch5_Pool_QC_Injection3uL_RP_pos_6_SZ_07142023_126.mzML,HEU_Batch5_Pool_QC_Injection3uL_RP_pos_6_SZ_07142023_126.mzML,QC,RPpos,5
RPpos/HEU_Batch8_Sample36_RP_pos_SZ_07252023_094.mzML,HEU_Batch8_Sample36_RP_pos_SZ_07252023_094.mzML,Unknown,RPpos,8
RPpos/HEU_Batch6_Sample41_RP_pos_SZ_07182023_106.mzML,HEU_Batch6_Sample41_RP_pos_SZ_07182023_106.mzML,Unknown,RPpos,6
RPpos/HEU_Batch7_Pool_QC_Injection3uL_RP_pos_4_SZ_07212023_082.mzML,HEU_Batch7_Pool_QC_Injection3uL_RP_pos_4_SZ_07212023_082.mzML,QC,RPpos,7
RPpos/HEU_Batch4_Solvent_Blank_MobileA50B50_RP_pos_1_SZ_07092023_002.mzML,HEU_Batch4_Solvent_Blank_MobileA50B50_RP_pos_1_SZ_07092023_002.mzML,Solvent_Blank,RPpos,4
RPpos/HEU_Batch4_Sample19_RP_pos_SZ_07092023_056.mzML,HEU_Batch4_Sample19_RP_pos_SZ_07092023_056.mzML,Unknown,RPpos,4
RPpos/HEU_Batch7_Sample27_RP_pos_SZ_07212023_074.mzML,HEU_Batch7_Sample27_RP_pos_SZ_07212023_074.mzML,Unknown,RPpos,7
RPpos/HEU_Batch7_Sample26_RP_pos_SZ_07212023_072.mzML,HEU_Batch7_Sample26_RP_pos_SZ_07212023_072.mzML,Unknown,RPpos,7
RPpos/HEU_Batch1_Pool_QC_Injection3uL_RP_pos_5_SZ_07282023_104.mzML,HEU_Batch1_Pool_QC_Injection3uL_RP_pos_5_SZ_07282023_104.mzML,QC,RPpos,1
RPpos/HEU_Batch7_Sample11_RP_pos_SZ_07212023_040.mzML,HEU_Batch7_Sample11_RP_pos_SZ_07212023_040.mzML,Unknown,RPpos,7
RPpos/HEU_Batch6_Sample52_RP_pos_SZ_07182023_130.mzML,HEU_Batch6_Sample52_RP_pos_SZ_07182023_130.mzML,Unknown,RPpos,6
RPpos/HEU_Batch6_Solvent_Blank_MobileA50B50_RP_pos_1_SZ_07182023_002.mzML,HEU_Batch6_Solvent_Blank_MobileA50B50_RP_pos_1_SZ_07182023_002.mzML,Solvent_Blank,RPpos,6
RPpos/HEU_Batch5_Sample53_RP_pos_SZ_07142023_132.mzML,HEU_Batch5_Sample53_RP_pos_SZ_07142023_132.mzML,Unknown,RPpos,5
RPpos/Batch2_HEU102_M_RP_pos.mzML,Batch2_HEU102_M_RP_pos.mzML,Unknown,RPpos,2
RPpos/HEU_Batch3_Sample18_RP_pos_SZ_07062023_054.mzML,HEU_Batch3_Sample18_RP_pos_SZ_07062023_054.mzML,Unknown,RPpos,3
RPpos/HEU_Batch5_Sample58_RP_pos_SZ_07142023_142.mzML,HEU_Batch5_Sample58_RP_pos_SZ_07142023_142.mzML,Unknown,RPpos,5
RPpos/HEU_Batch7_Sample43_RP_pos_SZ_07212023_110.mzML,HEU_Batch7_Sample43_RP_pos_SZ_07212023_110.mzML,Unknown,RPpos,7
RPpos/HEU_Batch3_Pool_QC_Injection3uL_RP_pos_1_SZ_07062023_012.mzML,HEU_Batch3_Pool_QC_Injection3uL_RP_pos_1_SZ_07062023_012.mzML,QC,RPpos,3
RPpos/HEU_Batch5_Sample13_RP_pos_SZ_07142023_044.mzML,HEU_Batch5_Sample13_RP_pos_SZ_07142023_044.mzML,Unknown,RPpos,5
RPpos/Batch2_Blank_RP_pos_1.mzML,Batch2_Blank_RP_pos_1.mzML,Blank,RPpos,2
RPpos/Batch2_HEU128_M_RP_pos.mzML,Batch2_HEU128_M_RP_pos.mzML,Unknown,RPpos,2
RPpos/HEU_Batch5_Process_Blank_RP_pos_1_SZ_07142023_006.mzML,HEU_Batch5_Process_Blank_RP_pos_1_SZ_07142023_006.mzML,Process_Blank,RPpos,5
RPpos/HEU_Batch7_Process_Blank_RP_pos_1_SZ_07212023_006.mzML,HEU_Batch7_Process_Blank_RP_pos_1_SZ_07212023_006.mzML,Process_Blank,RPpos,7
RPpos/HEU_Batch5_Sample25_RP_pos_SZ_07142023_070.mzML,HEU_Batch5_Sample25_RP_pos_SZ_07142023_070.mzML,Unknown,RPpos,5
RPpos/HEU_Batch4_Sample42_RP_pos_SZ_07092023_108.mzML,HEU_Batch4_Sample42_RP_pos_SZ_07092023_108.mzML,Unknown,RPpos,4
RPpos/HEU_Batch6_Sample49_RP_pos_SZ_07182023_122.mzML,HEU_Batch6_Sample49_RP_pos_SZ_07182023_122.mzML,Unknown,RPpos,6
RPpos/HEU_Batch8_Pool_QC_Injection3uL_RP_pos_2_SZ_07252023_038.mzML,HEU_Batch8_Pool_QC_Injection3uL_RP_pos_2_SZ_07252023_038.mzML,QC,RPpos,8
RPpos/HEU_Batch7_Sample33_RP_pos_SZ_07212023_088.mzML,HEU_Batch7_Sample33_RP_pos_SZ_07212023_088.mzML,Unknown,RPpos,7
RPpos/HEU_Batch4_Sample1_RP_pos_SZ_07092023_018.mzML,HEU_Batch4_Sample1_RP_pos_SZ_07092023_018.mzML,Unknown,RPpos,4
RPpos/HEU_Batch8_NIST_RP_pos_1_SZ_07252023_008.mzML,HEU_Batch8_NIST_RP_pos_1_SZ_07252023_008.mzML,NIST,RPpos,8
RPpos/HEU_Batch6_Pool_QC_Injection3uL_RP_pos_4_SZ_07182023_082.mzML,HEU_Batch6_Pool_QC_Injection3uL_RP_pos_4_SZ_07182023_082.mzML,QC,RPpos,6
RPpos/HEU_Batch5_Sample48_RP_pos_SZ_07142023_120.mzML,HEU_Batch5_Sample48_RP_pos_SZ_07142023_120.mzML,Unknown,RPpos,5
RPpos/HEU_Batch4_Sample51_RP_pos_SZ_07092023_128.mzML,HEU_Batch4_Sample51_RP_pos_SZ_07092023_128.mzML,Unknown,RPpos,4
RPpos/HEU_Batch4_Sample32_RP_pos_SZ_07092023_086.mzML,HEU_Batch4_Sample32_RP_pos_SZ_07092023_086.mzML,Unknown,RPpos,4
RPpos/Batch2_HEU185_M_RP_pos.mzML,Batch2_HEU185_M_RP_pos.mzML,Unknown,RPpos,2
RPpos/HEU_Batch6_Pool_QC_Injection3uL_RP_pos_2_SZ_07182023_038.mzML,HEU_Batch6_Pool_QC_Injection3uL_RP_pos_2_SZ_07182023_038.mzML,QC,RPpos,6
RPpos/HEU_Batch5_Sample27_RP_pos_SZ_07142023_074.mzML,HEU_Batch5_Sample27_RP_pos_SZ_07142023_074.mzML,Unknown,RPpos,5
RPpos/HEU_Batch3_Sample38_RP_pos_SZ_07062023_098.mzML,HEU_Batch3_Sample38_RP_pos_SZ_07062023_098.mzML,Unknown,RPpos,3
RPpos/HEU_Batch8_Pool_QC_Injection3uL_RP_pos_4_SZ_07252023_082.mzML,HEU_Batch8_Pool_QC_Injection3uL_RP_pos_4_SZ_07252023_082.mzML,QC,RPpos,8
RPpos/HEU_Batch4_Sample31_RP_pos_SZ_07092023_084.mzML,HEU_Batch4_Sample31_RP_pos_SZ_07092023_084.mzML,Unknown,RPpos,4
RPpos/Batch2_HEU011_B_RP_pos.mzML,Batch2_HEU011_B_RP_pos.mzML,Unknown,RPpos,2
RPpos/HEU_Batch1_Sample52_RP_pos_SZ_07282023_130.mzML,HEU_Batch1_Sample52_RP_pos_SZ_07282023_130.mzML,Unknown,RPpos,1
RPpos/Batch2_NIST_RP_pos_1.mzML,Batch2_NIST_RP_pos_1.mzML,NIST,RPpos,2
RPpos/HEU_Batch7_Sample53_RP_pos_SZ_07212023_132.mzML,HEU_Batch7_Sample53_RP_pos_SZ_07212023_132.mzML,Unknown,RPpos,7
RPpos/HEU_Batch4_Sample20_RP_pos_SZ_07092023_058.mzML,HEU_Batch4_Sample20_RP_pos_SZ_07092023_058.mzML,Unknown,RPpos,4
RPpos/Batch2_HEU028_B_RP_pos.mzML,Batch2_HEU028_B_RP_pos.mzML,Unknown,RPpos,2
RPpos/HEU_Batch5_Sample11_RP_pos_SZ_07142023_040.mzML,HEU_Batch5_Sample11_RP_pos_SZ_07142023_040.mzML,Unknown,RPpos,5
RPpos/HEU_Batch1_Sample41_RP_pos_SZ_07282023_106.mzML,HEU_Batch1_Sample41_RP_pos_SZ_07282023_106.mzML,Unknown,RPpos,1
RPpos/HEU_Batch1_Sample3_RP_pos_SZ_07282023_022.mzML,HEU_Batch1_Sample3_RP_pos_SZ_07282023_022.mzML,Unknown,RPpos,1
RPpos/HEU_Batch4_Pool_QC_Injection3uL_RP_pos_5_SZ_07092023_104.mzML,HEU_Batch4_Pool_QC_Injection3uL_RP_pos_5_SZ_07092023_104.mzML,QC,RPpos,4
RPpos/HEU_Batch7_Sample13_RP_pos_SZ_07212023_044.mzML,HEU_Batch7_Sample13_RP_pos_SZ_07212023_044.mzML,Unknown,RPpos,7
RPpos/HEU_Batch4_Sample24_RP_pos_SZ_07092023_068.mzML,HEU_Batch4_Sample24_RP_pos_SZ_07092023_068.mzML,Unknown,RPpos,4
RPpos/HEU_Batch4_Sample2_RP_pos_SZ_07092023_020.mzML,HEU_Batch4_Sample2_RP_pos_SZ_07092023_020.mzML,Unknown,RPpos,4
RPpos/HEU_Batch7_Sample12_RP_pos_SZ_07212023_042.mzML,HEU_Batch7_Sample12_RP_pos_SZ_07212023_042.mzML,Unknown,RPpos,7
RPpos/HEU_Batch5_Sample43_RP_pos_SZ_07142023_110.mzML,HEU_Batch5_Sample43_RP_pos_SZ_07142023_110.mzML,Unknown,RPpos,5
RPpos/Batch2_HEU145_B_RP_pos.mzML,Batch2_HEU145_B_RP_pos.mzML,Unknown,RPpos,2
RPpos/HEU_Batch8_Sample9_RP_pos_SZ_07252023_034.mzML,HEU_Batch8_Sample9_RP_pos_SZ_07252023_034.mzML,Unknown,RPpos,8
RPpos/HEU_Batch7_Blank_IS_RP_pos_2_SZ_07212023_150.mzML,HEU_Batch7_Blank_IS_RP_pos_2_SZ_07212023_150.mzML,Blank_IS,RPpos,7
RPpos/HEU_Batch6_Process_Blank_RP_pos_1_SZ_07182023_006.mzML,HEU_Batch6_Process_Blank_RP_pos_1_SZ_07182023_006.mzML,Process_Blank,RPpos,6
RPpos/HEU_Batch1_Sample49_RP_pos_SZ_07282023_122.mzML,HEU_Batch1_Sample49_RP_pos_SZ_07282023_122.mzML,Unknown,RPpos,1
RPpos/HEU_Batch8_Sample8_RP_pos_SZ_07252023_032.mzML,HEU_Batch8_Sample8_RP_pos_SZ_07252023_032.mzML,Unknown,RPpos,8
RPpos/HEU_Batch7_Sample48_RP_pos_SZ_07212023_120.mzML,HEU_Batch7_Sample48_RP_pos_SZ_07212023_120.mzML,Unknown,RPpos,7
RPpos/HEU_Batch8_Sample34_RP_pos_SZ_07252023_090.mzML,HEU_Batch8_Sample34_RP_pos_SZ_07252023_090.mzML,Unknown,RPpos,8
RPpos/HEU_Batch4_Pool_QC_Injection3uL_RP_pos_7_SZ_07092023_140.mzML,HEU_Batch4_Pool_QC_Injection3uL_RP_pos_7_SZ_07092023_140.mzML,QC,RPpos,4
RPpos/Batch2_HEU091_B_RP_pos.mzML,Batch2_HEU091_B_RP_pos.mzML,Unknown,RPpos,2
RPpos/HEU_Batch5_Sample33_RP_pos_SZ_07142023_088.mzML,HEU_Batch5_Sample33_RP_pos_SZ_07142023_088.mzML,Unknown,RPpos,5
RPpos/Process_blank_RPpos_08282025_02.mzML,Process_blank_RPpos_08282025_02.mzML,Process_Blank,RPpos,2
RPpos/HEU_Batch7_Pool_QC_Injection3uL_RP_pos_2_SZ_07212023_038.mzML,HEU_Batch7_Pool_QC_Injection3uL_RP_pos_2_SZ_07212023_038.mzML,QC,RPpos,7
RPpos/HEU_Batch7_Sample25_RP_pos_SZ_07212023_070.mzML,HEU_Batch7_Sample25_RP_pos_SZ_07212023_070.mzML,Unknown,RPpos,7
RPpos/Batch2_HEU086_B_RP_pos.mzML,Batch2_HEU086_B_RP_pos.mzML,Unknown,RPpos,2
RPpos/Batch2_HEU209_M_RP_pos.mzML,Batch2_HEU209_M_RP_pos.mzML,Unknown,RPpos,2
RPpos/HEU_Batch8_Sample40_RP_pos_SZ_07252023_102.mzML,HEU_Batch8_Sample40_RP_pos_SZ_07252023_102.mzML,Unknown,RPpos,8
RPpos/HEU_Batch5_Sample2_RP_pos_SZ_07142023_020.mzML,HEU_Batch5_Sample2_RP_pos_SZ_07142023_020.mzML,Unknown,RPpos,5
RPpos/HEU_Batch3_Sample53_RP_pos_SZ_07062023_132.mzML,HEU_Batch3_Sample53_RP_pos_SZ_07062023_132.mzML,Unknown,RPpos,3
RPpos/HEU_Batch5_Sample18_RP_pos_SZ_07142023_054.mzML,HEU_Batch5_Sample18_RP_pos_SZ_07142023_054.mzML,Unknown,RPpos,5
RPpos/HEU_Batch4_Sample41_RP_pos_SZ_07092023_106.mzML,HEU_Batch4_Sample41_RP_pos_SZ_07092023_106.mzML,Unknown,RPpos,4
RPpos/HEU_Batch7_Sample4_RP_pos_SZ_07212023_024.mzML,HEU_Batch7_Sample4_RP_pos_SZ_07212023_024.mzML,Unknown,RPpos,7
RPpos/HEU_Batch6_Sample19_RP_pos_SZ_07182023_056.mzML,HEU_Batch6_Sample19_RP_pos_SZ_07182023_056.mzML,Unknown,RPpos,6
RPpos/Batch2_HEU126_B_RP_pos.mzML,Batch2_HEU126_B_RP_pos.mzML,Unknown,RPpos,2
RPpos/HEU_Batch1_Sample20_RP_pos_SZ_07282023_058.mzML,HEU_Batch1_Sample20_RP_pos_SZ_07282023_058.mzML,Unknown,RPpos,1
RPpos/HEU_Batch7_Sample38_RP_pos_SZ_07212023_098.mzML,HEU_Batch7_Sample38_RP_pos_SZ_07212023_098.mzML,Unknown,RPpos,7
RPpos/HEU_Batch1_Sample31_RP_pos_SZ_07282023_084.mzML,HEU_Batch1_Sample31_RP_pos_SZ_07282023_084.mzML,Unknown,RPpos,1
RPpos/Batch2_HEU036_M_RP_pos.mzML,Batch2_HEU036_M_RP_pos.mzML,Unknown,RPpos,2
RPpos/HEU_Batch8_Pool_QC_Injection2uL_RP_pos_1_SZ_07252023_014.mzML,HEU_Batch8_Pool_QC_Injection2uL_RP_pos_1_SZ_07252023_014.mzML,QC,RPpos,8
RPpos/HEU_Batch4_Sample52_RP_pos_SZ_07092023_130.mzML,HEU_Batch4_Sample52_RP_pos_SZ_07092023_130.mzML,Unknown,RPpos,4
RPpos/HEU_Batch3_Process_Blank_RP_pos_2_SZ_07062023_146.mzML,HEU_Batch3_Process_Blank_RP_pos_2_SZ_07062023_146.mzML,Process_Blank,RPpos,3
RPpos/HEU_Batch8_Sample29_RP_pos_SZ_07252023_078.mzML,HEU_Batch8_Sample29_RP_pos_SZ_07252023_078.mzML,Unknown,RPpos,8
RPpos/Batch2_Qstd_RP_pos_2.mzML,Batch2_Qstd_RP_pos_2.mzML,Qstd,RPpos,2
RPpos/HEU_Batch3_Pool_QC_Injection1uL_RP_pos_1_SZ_07062023_016.mzML,HEU_Batch3_Pool_QC_Injection1uL_RP_pos_1_SZ_07062023_016.mzML,QC,RPpos,3
RPpos/HEU_Batch3_Sample48_RP_pos_SZ_07062023_120.mzML,HEU_Batch3_Sample48_RP_pos_SZ_07062023_120.mzML,Unknown,RPpos,3
RPpos/HEU_Batch4_Process_Blank_RP_pos_1_SZ_07092023_006.mzML,HEU_Batch4_Process_Blank_RP_pos_1_SZ_07092023_006.mzML,Process_Blank,RPpos,4
RPpos/HEU_Batch1_Blank_IS_RP_pos_1_SZ_07282023_004.mzML,HEU_Batch1_Blank_IS_RP_pos_1_SZ_07282023_004.mzML,Blank_IS,RPpos,1
RPpos/HEU_Batch6_Sample4_RP_pos_SZ_07182023_024.mzML,HEU_Batch6_Sample4_RP_pos_SZ_07182023_024.mzML,Unknown,RPpos,6
RPpos/HEU_Batch3_Sample25_RP_pos_SZ_07062023_070.mzML,HEU_Batch3_Sample25_RP_pos_SZ_07062023_070.mzML,Unknown,RPpos,3
RPpos/HEU_Batch5_Pool_QC_Injection3uL_RP_pos_5_SZ_07142023_104.mzML,HEU_Batch5_Pool_QC_Injection3uL_RP_pos_5_SZ_07142023_104.mzML,QC,RPpos,5
RPpos/HEU_Batch8_Sample30_RP_pos_SZ_07252023_080.mzML,HEU_Batch8_Sample30_RP_pos_SZ_07252023_080.mzML,Unknown,RPpos,8
RPpos/HEU_Batch3_Sample12_RP_pos_SZ_07062023_042.mzML,HEU_Batch3_Sample12_RP_pos_SZ_07062023_042.mzML,Unknown,RPpos,3
RPpos/HEU_Batch3_Sample13_RP_pos_SZ_07062023_044.mzML,HEU_Batch3_Sample13_RP_pos_SZ_07062023_044.mzML,Unknown,RPpos,3
RPpos/HEU_Batch3_Sample7_RP_pos_SZ_07062023_030.mzML,HEU_Batch3_Sample7_RP_pos_SZ_07062023_030.mzML,Unknown,RPpos,3
RPpos/HEU_Batch4_Sample49_RP_pos_SZ_07092023_122.mzML,HEU_Batch4_Sample49_RP_pos_SZ_07092023_122.mzML,Unknown,RPpos,4
RPpos/HEU_Batch6_Sample42_RP_pos_SZ_07182023_108.mzML,HEU_Batch6_Sample42_RP_pos_SZ_07182023_108.mzML,Unknown,RPpos,6
RPpos/HEU_Batch8_Sample44_RP_pos_SZ_07252023_112.mzML,HEU_Batch8_Sample44_RP_pos_SZ_07252023_112.mzML,Unknown,RPpos,8
RPpos/Batch2_HEU032_M_RP_pos.mzML,Batch2_HEU032_M_RP_pos.mzML,Unknown,RPpos,2
RPpos/HEU_Batch8_Sample45_RP_pos_SZ_07252023_114.mzML,HEU_Batch8_Sample45_RP_pos_SZ_07252023_114.mzML,Unknown,RPpos,8
RPpos/HEU_Batch6_Sample32_RP_pos_SZ_07182023_086.mzML,HEU_Batch6_Sample32_RP_pos_SZ_07182023_086.mzML,Unknown,RPpos,6
RPpos/HEU_Batch6_Sample51_RP_pos_SZ_07182023_128.mzML,HEU_Batch6_Sample51_RP_pos_SZ_07182023_128.mzML,Unknown,RPpos,6
RPpos/HEU_Batch1_Sample24_RP_pos_SZ_07282023_068.mzML,HEU_Batch1_Sample24_RP_pos_SZ_07282023_068.mzML,Unknown,RPpos,1
RPpos/HEU_Batch1_Pool_QC_Injection3uL_RP_pos_6_SZ_07282023_126.mzML,HEU_Batch1_Pool_QC_Injection3uL_RP_pos_6_SZ_07282023_126.mzML,QC,RPpos,1
RPpos/HEU_Batch5_NIST_RP_pos_1_SZ_07142023_008.mzML,HEU_Batch5_NIST_RP_pos_1_SZ_07142023_008.mzML,NIST,RPpos,5
RPpos/HEU_Batch5_Sample34_RP_pos_SZ_07142023_090.mzML,HEU_Batch5_Sample34_RP_pos_SZ_07142023_090.mzML,Unknown,RPpos,5
RPpos/HEU_Batch6_Sample2_RP_pos_SZ_07182023_020.mzML,HEU_Batch6_Sample2_RP_pos_SZ_07182023_020.mzML,Unknown,RPpos,6
RPpos/HEU_Batch8_Sample33_RP_pos_SZ_07252023_088.mzML,HEU_Batch8_Sample33_RP_pos_SZ_07252023_088.mzML,Unknown,RPpos,8
RPpos/HEU_Batch5_Sample56_RP_pos_SZ_07142023_138.mzML,HEU_Batch5_Sample56_RP_pos_SZ_07142023_138.mzML,Unknown,RPpos,5
RPpos/Batch2_HEU195_B_RP_pos.mzML,Batch2_HEU195_B_RP_pos.mzML,Unknown,RPpos,2
RPpos/HEU_Batch4_Sample23_RP_pos_SZ_07092023_066.mzML,HEU_Batch4_Sample23_RP_pos_SZ_07092023_066.mzML,Unknown,RPpos,4
RPpos/HEU_Batch5_Sample40_RP_pos_SZ_07142023_102.mzML,HEU_Batch5_Sample40_RP_pos_SZ_07142023_102.mzML,Unknown,RPpos,5
RPpos/HEU_Batch5_Process_Blank_RP_pos_2_SZ_07142023_150.mzML,HEU_Batch5_Process_Blank_RP_pos_2_SZ_07142023_150.mzML,Process_Blank,RPpos,5
RPpos/HEU_Batch6_Sample35_RP_pos_SZ_07182023_092.mzML,HEU_Batch6_Sample35_RP_pos_SZ_07182023_092.mzML,Unknown,RPpos,6
RPpos/HEU_Batch3_NIST_RP_pos_2_SZ_07062023_144.mzML,HEU_Batch3_NIST_RP_pos_2_SZ_07062023_144.mzML,NIST,RPpos,3
RPpos/HEU_Batch4_Pool_QC_Injection3uL_RP_pos_2_SZ_07092023_038.mzML,HEU_Batch4_Pool_QC_Injection3uL_RP_pos_2_SZ_07092023_038.mzML,QC,RPpos,4
RPpos/HEU_Batch8_Sample43_RP_pos_SZ_07252023_110.mzML,HEU_Batch8_Sample43_RP_pos_SZ_07252023_110.mzML,Unknown,RPpos,8
RPpos/HEU_Batch6_Pool_QC_Injection3uL_RP_pos_5_SZ_07182023_104.mzML,HEU_Batch6_Pool_QC_Injection3uL_RP_pos_5_SZ_07182023_104.mzML,QC,RPpos,6
RPpos/HEU_Batch1_Sample15_RP_pos_SZ_07282023_048.mzML,HEU_Batch1_Sample15_RP_pos_SZ_07282023_048.mzML,Unknown,RPpos,1
RPpos/HEU_Batch1_Sample57_RP_pos_SZ_07282023_140.mzML,HEU_Batch1_Sample57_RP_pos_SZ_07282023_140.mzML,Unknown,RPpos,1
