Filepath,File Name,Sample Type,Method,Batch
HILICneg/HEU_Batch4_Sample10_HILIC_neg_SZ_07092023_035.mzML,HEU_Batch4_Sample10_HILIC_neg_SZ_07092023_035.mzML,Unknown,HILICneg,4
HILICneg/Batch2_Qstd_HILIC_neg_1.mzML,Batch2_Qstd_HILIC_neg_1.mzML,Qstd,HILICneg,2
HILICneg/HEU_Batch6_Sample17_HILIC_neg_SZ_07182023_051.mzML,HEU_Batch6_Sample17_HILIC_neg_SZ_07182023_051.mzML,Unknown,HILICneg,6
HILICneg/HEU_Batch5_Solvent_Blank_MobileA50B50_HILIC_neg_2_SZ_07142023_153.mzML,HEU_Batch5_Solvent_Blank_MobileA50B50_HILIC_neg_2_SZ_07142023_153.mzML,Solvent_Blank,HILICneg,5
HILICneg/HEU_Batch5_Sample20_HILIC_neg_SZ_07142023_057.mzML,HEU_Batch5_Sample20_HILIC_neg_SZ_07142023_057.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch1_Sample44_HILIC_neg_SZ_07282023_111.mzML,HEU_Batch1_Sample44_HILIC_neg_SZ_07282023_111.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch5_Sample55_HILIC_neg_SZ_07142023_135.mzML,HEU_Batch5_Sample55_HILIC_neg_SZ_07142023_135.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch8_Sample34_HILIC_neg_SZ_07252023_089.mzML,HEU_Batch8_Sample34_HILIC_neg_SZ_07252023_089.mzML,Unknown,HILICneg,8
HILICneg/HEU_Batch1_Sample42_HILIC_neg_SZ_07282023_107.mzML,HEU_Batch1_Sample42_HILIC_neg_SZ_07282023_107.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch3_Sample22_HILIC_neg_SZ_07062023_063.mzML,HEU_Batch3_Sample22_HILIC_neg_SZ_07062023_063.mzML,Unknown,HILICneg,3
HILICneg/HEU_Batch1_Sample54_HILIC_neg_SZ_07282023_133.mzML,HEU_Batch1_Sample54_HILIC_neg_SZ_07282023_133.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch5_Sample49_HILIC_neg_SZ_07142023_121.mzML,HEU_Batch5_Sample49_HILIC_neg_SZ_07142023_121.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch3_Sample25_HILIC_neg_SZ_07062023_069.mzML,HEU_Batch3_Sample25_HILIC_neg_SZ_07062023_069.mzML,Unknown,HILICneg,3
HILICneg/HEU_Batch4_Sample48_HILIC_neg_SZ_07092023_119.mzML,HEU_Batch4_Sample48_HILIC_neg_SZ_07092023_119.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch7_Sample16_HILIC_neg_SZ_07212023_049.mzML,HEU_Batch7_Sample16_HILIC_neg_SZ_07212023_049.mzML,Unknown,HILICneg,7
HILICneg/HEU_Batch4_Sample43_HILIC_neg_SZ_07092023_109.mzML,HEU_Batch4_Sample43_HILIC_neg_SZ_07092023_109.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch4_Pool_QC_Injection2uL_HILIC_neg_1_SZ_07092023_013.mzML,HEU_Batch4_Pool_QC_Injection2uL_HILIC_neg_1_SZ_07092023_013.mzML,QC,HILICneg,4
HILICneg/HEU_Batch5_Sample52_HILIC_neg_SZ_07142023_129.mzML,HEU_Batch5_Sample52_HILIC_neg_SZ_07142023_129.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch1_Sample46_HILIC_neg_SZ_07282023_115.mzML,HEU_Batch1_Sample46_HILIC_neg_SZ_07282023_115.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch3_Sample26_HILIC_neg_SZ_07062023_071.mzML,HEU_Batch3_Sample26_HILIC_neg_SZ_07062023_071.mzML,Unknown,HILICneg,3
HILICneg/HEU_Batch5_Process_Blank_HILIC_neg_2_SZ_07142023_149.mzML,HEU_Batch5_Process_Blank_HILIC_neg_2_SZ_07142023_149.mzML,Process_Blank,HILICneg,5
HILICneg/HEU_Batch5_Sample51_HILIC_neg_SZ_07142023_127.mzML,HEU_Batch5_Sample51_HILIC_neg_SZ_07142023_127.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch7_Sample15_HILIC_neg_SZ_07212023_047.mzML,HEU_Batch7_Sample15_HILIC_neg_SZ_07212023_047.mzML,Unknown,HILICneg,7
HILICneg/Batch2_HEU028_B_HILIC_neg.mzML,Batch2_HEU028_B_HILIC_neg.mzML,Unknown,HILICneg,2
HILICneg/HEU_Batch1_Sample55_HILIC_neg_SZ_07282023_135.mzML,HEU_Batch1_Sample55_HILIC_neg_SZ_07282023_135.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch6_Sample3_HILIC_neg_SZ_07182023_021.mzML,HEU_Batch6_Sample3_HILIC_neg_SZ_07182023_021.mzML,Unknown,HILICneg,6
HILICneg/HEU_Batch8_Sample32_HILIC_neg_SZ_07252023_085.mzML,HEU_Batch8_Sample32_HILIC_neg_SZ_07252023_085.mzML,Unknown,HILICneg,8
HILICneg/HEU_Batch5_Sample42_HILIC_neg_SZ_07142023_107.mzML,HEU_Batch5_Sample42_HILIC_neg_SZ_07142023_107.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch1_Pool_QC_Injection3uL_HILIC_neg_6_SZ_07282023_125.mzML,HEU_Batch1_Pool_QC_Injection3uL_HILIC_neg_6_SZ_07282023_125.mzML,QC,HILICneg,1
HILICneg/HEU_Batch4_Sample45_HILIC_neg_SZ_07092023_113.mzML,HEU_Batch4_Sample45_HILIC_neg_SZ_07092023_113.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch6_Sample8_HILIC_neg_SZ_07182023_031.mzML,HEU_Batch6_Sample8_HILIC_neg_SZ_07182023_031.mzML,Unknown,HILICneg,6
HILICneg/HEU_Batch5_Sample54_HILIC_neg_SZ_07142023_133.mzML,HEU_Batch5_Sample54_HILIC_neg_SZ_07142023_133.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch3_Sample28_HILIC_neg_SZ_07062023_075.mzML,HEU_Batch3_Sample28_HILIC_neg_SZ_07062023_075.mzML,Unknown,HILICneg,3
HILICneg/HEU_Batch3_Sample23_HILIC_neg_SZ_07062023_065.mzML,HEU_Batch3_Sample23_HILIC_neg_SZ_07062023_065.mzML,Unknown,HILICneg,3
HILICneg/HEU_Batch6_Sample14_HILIC_neg_SZ_07182023_045.mzML,HEU_Batch6_Sample14_HILIC_neg_SZ_07182023_045.mzML,Unknown,HILICneg,6
HILICneg/HEU_Batch1_Sample49_HILIC_neg_SZ_07282023_121.mzML,HEU_Batch1_Sample49_HILIC_neg_SZ_07282023_121.mzML,Unknown,HILICneg,1
HILICneg/Batch2_Blank_HILIC_neg_1.mzML,Batch2_Blank_HILIC_neg_1.mzML,Blank,HILICneg,2
HILICneg/HEU_Batch5_Sample46_HILIC_neg_SZ_07142023_115.mzML,HEU_Batch5_Sample46_HILIC_neg_SZ_07142023_115.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch5_Pool_QC_Injection3uL_HILIC_neg_7_SZ_07142023_143.mzML,HEU_Batch5_Pool_QC_Injection3uL_HILIC_neg_7_SZ_07142023_143.mzML,QC,HILICneg,5
HILICneg/HEU_Batch1_Sample51_HILIC_neg_SZ_07282023_127.mzML,HEU_Batch1_Sample51_HILIC_neg_SZ_07282023_127.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch4_Sample53_HILIC_neg_SZ_07092023_131.mzML,HEU_Batch4_Sample53_HILIC_neg_SZ_07092023_131.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch1_Sample52_HILIC_neg_SZ_07282023_129.mzML,HEU_Batch1_Sample52_HILIC_neg_SZ_07282023_129.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch1_Sample41_HILIC_neg_SZ_07282023_105.mzML,HEU_Batch1_Sample41_HILIC_neg_SZ_07282023_105.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch3_Sample21_HILIC_neg_SZ_07062023_061.mzML,HEU_Batch3_Sample21_HILIC_neg_SZ_07062023_061.mzML,Unknown,HILICneg,3
HILICneg/HEU_Batch5_Sample56_HILIC_neg_SZ_07142023_137.mzML,HEU_Batch5_Sample56_HILIC_neg_SZ_07142023_137.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch4_Sample47_HILIC_neg_SZ_07092023_117.mzML,HEU_Batch4_Sample47_HILIC_neg_SZ_07092023_117.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch1_Qstd_HILIC_neg_1_SZ_07282023_009.mzML,HEU_Batch1_Qstd_HILIC_neg_1_SZ_07282023_009.mzML,Qstd,HILICneg,1
HILICneg/HEU_Batch5_Sample30_HILIC_neg_SZ_07142023_079.mzML,HEU_Batch5_Sample30_HILIC_neg_SZ_07142023_079.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch6_Sample19_HILIC_neg_SZ_07182023_055.mzML,HEU_Batch6_Sample19_HILIC_neg_SZ_07182023_055.mzML,Unknown,HILICneg,6
HILICneg/HEU_Batch4_Pool_QC_Injection3uL_HILIC_neg_4_SZ_07092023_081.mzML,HEU_Batch4_Pool_QC_Injection3uL_HILIC_neg_4_SZ_07092023_081.mzML,QC,HILICneg,4
HILICneg/HEU_Batch4_Solvent_Blank_MobileA50B50_HILIC_neg_1_SZ_07092023_001.mzML,HEU_Batch4_Solvent_Blank_MobileA50B50_HILIC_neg_1_SZ_07092023_001.mzML,Solvent_Blank,HILICneg,4
HILICneg/Batch2_HEU130_M_HILIC_neg.mzML,Batch2_HEU130_M_HILIC_neg.mzML,Unknown,HILICneg,2
HILICneg/HEU_Batch1_Sample20_HILIC_neg_SZ_07282023_057.mzML,HEU_Batch1_Sample20_HILIC_neg_SZ_07282023_057.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch5_Sample44_HILIC_neg_SZ_07142023_111.mzML,HEU_Batch5_Sample44_HILIC_neg_SZ_07142023_111.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch7_Sample12_HILIC_neg_SZ_07212023_041.mzML,HEU_Batch7_Sample12_HILIC_neg_SZ_07212023_041.mzML,Unknown,HILICneg,7
HILICneg/HEU_Batch8_Sample30_HILIC_neg_SZ_07252023_079.mzML,HEU_Batch8_Sample30_HILIC_neg_SZ_07252023_079.mzML,Unknown,HILICneg,8
HILICneg/Batch2_HEU027_B_HILIC_neg.mzML,Batch2_HEU027_B_HILIC_neg.mzML,Unknown,HILICneg,2
HILICneg/HEU_Batch1_Sample39_HILIC_neg_SZ_07282023_099.mzML,HEU_Batch1_Sample39_HILIC_neg_SZ_07282023_099.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch4_Sample37_HILIC_neg_SZ_07092023_095.mzML,HEU_Batch4_Sample37_HILIC_neg_SZ_07092023_095.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch8_NIST_HILIC_neg_2_SZ_07252023_141.mzML,HEU_Batch8_NIST_HILIC_neg_2_SZ_07252023_141.mzML,NIST,HILICneg,8
HILICneg/HEU_Batch3_Sample19_HILIC_neg_SZ_07062023_055.mzML,HEU_Batch3_Sample19_HILIC_neg_SZ_07062023_055.mzML,Unknown,HILICneg,3
HILICneg/HEU_Batch5_Qstd_HILIC_neg_2_SZ_07142023_145.mzML,HEU_Batch5_Qstd_HILIC_neg_2_SZ_07142023_145.mzML,Qstd,HILICneg,5
HILICneg/HEU_Batch6_Sample21_HILIC_neg_SZ_07182023_061.mzML,HEU_Batch6_Sample21_HILIC_neg_SZ_07182023_061.mzML,Unknown,HILICneg,6
HILICneg/HEU_Batch4_Sample33_HILIC_neg_SZ_07092023_087.mzML,HEU_Batch4_Sample33_HILIC_neg_SZ_07092023_087.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch8_Sample44_HILIC_neg_SZ_07252023_111.mzML,HEU_Batch8_Sample44_HILIC_neg_SZ_07252023_111.mzML,Unknown,HILICneg,8
HILICneg/Batch2_HEU145_B_HILIC_neg.mzML,Batch2_HEU145_B_HILIC_neg.mzML,Unknown,HILICneg,2
HILICneg/HEU_Batch4_Sample38_HILIC_neg_SZ_07092023_097.mzML,HEU_Batch4_Sample38_HILIC_neg_SZ_07092023_097.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch1_Sample34_HILIC_neg_SZ_07282023_089.mzML,HEU_Batch1_Sample34_HILIC_neg_SZ_07282023_089.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch4_Sample35_HILIC_neg_SZ_07092023_091.mzML,HEU_Batch4_Sample35_HILIC_neg_SZ_07092023_091.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch5_Sample32_HILIC_neg_SZ_07142023_085.mzML,HEU_Batch5_Sample32_HILIC_neg_SZ_07142023_085.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch4_Sample7_HILIC_neg_SZ_07092023_029.mzML,HEU_Batch4_Sample7_HILIC_neg_SZ_07092023_029.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch3_Pool_QC_Injection3uL_HILIC_neg_4_SZ_07062023_081.mzML,HEU_Batch3_Pool_QC_Injection3uL_HILIC_neg_4_SZ_07062023_081.mzML,QC,HILICneg,3
HILICneg/HEU_Batch8_Sample42_HILIC_neg_SZ_07252023_107.mzML,HEU_Batch8_Sample42_HILIC_neg_SZ_07252023_107.mzML,Unknown,HILICneg,8
HILICneg/HEU_Batch8_NIST_HILIC_neg_1_SZ_07252023_007.mzML,HEU_Batch8_NIST_HILIC_neg_1_SZ_07252023_007.mzML,NIST,HILICneg,8
HILICneg/HEU_Batch8_Sample54_HILIC_neg_SZ_07252023_133.mzML,HEU_Batch8_Sample54_HILIC_neg_SZ_07252023_133.mzML,Unknown,HILICneg,8
HILICneg/Batch2_Blank_IS_HILIC_neg_1.mzML,Batch2_Blank_IS_HILIC_neg_1.mzML,Blank_IS,HILICneg,2
HILICneg/HEU_Batch7_Pool_QC_Injection3uL_HILIC_neg_1_SZ_07212023_011.mzML,HEU_Batch7_Pool_QC_Injection3uL_HILIC_neg_1_SZ_07212023_011.mzML,QC,HILICneg,7
HILICneg/HEU_Batch4_Qstd_HILIC_neg_2_SZ_07092023_141.mzML,HEU_Batch4_Qstd_HILIC_neg_2_SZ_07092023_141.mzML,Qstd,HILICneg,4
HILICneg/HEU_Batch8_Pool_QC_Injection3uL_HILIC_neg_5_SZ_07252023_103.mzML,HEU_Batch8_Pool_QC_Injection3uL_HILIC_neg_5_SZ_07252023_103.mzML,QC,HILICneg,8
HILICneg/HEU_Batch8_Sample46_HILIC_neg_SZ_07252023_115.mzML,HEU_Batch8_Sample46_HILIC_neg_SZ_07252023_115.mzML,Unknown,HILICneg,8
HILICneg/HEU_Batch7_Sample27_HILIC_neg_SZ_07212023_073.mzML,HEU_Batch7_Sample27_HILIC_neg_SZ_07212023_073.mzML,Unknown,HILICneg,7
HILICneg/HEU_Batch4_Sample31_HILIC_neg_SZ_07092023_083.mzML,HEU_Batch4_Sample31_HILIC_neg_SZ_07092023_083.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch6_Sample23_HILIC_neg_SZ_07182023_065.mzML,HEU_Batch6_Sample23_HILIC_neg_SZ_07182023_065.mzML,Unknown,HILICneg,6
HILICneg/HEU_Batch4_NIST_HILIC_neg_1_SZ_07092023_007.mzML,HEU_Batch4_NIST_HILIC_neg_1_SZ_07092023_007.mzML,NIST,HILICneg,4
HILICneg/HEU_Batch3_Sample14_HILIC_neg_SZ_07062023_045.mzML,HEU_Batch3_Sample14_HILIC_neg_SZ_07062023_045.mzML,Unknown,HILICneg,3
HILICneg/HEU_Batch7_Pool_QC_Injection3uL_HILIC_neg_7_SZ_07212023_141.mzML,HEU_Batch7_Pool_QC_Injection3uL_HILIC_neg_7_SZ_07212023_141.mzML,QC,HILICneg,7
HILICneg/HEU_Batch6_Sample28_HILIC_neg_SZ_07182023_075.mzML,HEU_Batch6_Sample28_HILIC_neg_SZ_07182023_075.mzML,Unknown,HILICneg,6
HILICneg/HEU_Batch1_Sample32_HILIC_neg_SZ_07282023_085.mzML,HEU_Batch1_Sample32_HILIC_neg_SZ_07282023_085.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch5_Sample34_HILIC_neg_SZ_07142023_089.mzML,HEU_Batch5_Sample34_HILIC_neg_SZ_07142023_089.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch8_Sample55_HILIC_neg_SZ_07252023_135.mzML,HEU_Batch8_Sample55_HILIC_neg_SZ_07252023_135.mzML,Unknown,HILICneg,8
HILICneg/HEU_Batch6_Sample26_HILIC_neg_SZ_07182023_071.mzML,HEU_Batch6_Sample26_HILIC_neg_SZ_07182023_071.mzML,Unknown,HILICneg,6
HILICneg/HEU_Batch7_Pool_QC_Injection1uL_HILIC_neg_1_SZ_07212023_015.mzML,HEU_Batch7_Pool_QC_Injection1uL_HILIC_neg_1_SZ_07212023_015.mzML,QC,HILICneg,7
HILICneg/HEU_Batch7_Pool_QC_Injection3uL_HILIC_neg_3_SZ_07212023_059.mzML,HEU_Batch7_Pool_QC_Injection3uL_HILIC_neg_3_SZ_07212023_059.mzML,QC,HILICneg,7
HILICneg/HEU_Batch7_Sample50_HILIC_neg_SZ_07212023_123.mzML,HEU_Batch7_Sample50_HILIC_neg_SZ_07212023_123.mzML,Unknown,HILICneg,7
HILICneg/HEU_Batch8_Sample49_HILIC_neg_SZ_07252023_121.mzML,HEU_Batch8_Sample49_HILIC_neg_SZ_07252023_121.mzML,Unknown,HILICneg,8
HILICneg/HEU_Batch7_Sample29_HILIC_neg_SZ_07212023_077.mzML,HEU_Batch7_Sample29_HILIC_neg_SZ_07212023_077.mzML,Unknown,HILICneg,7
HILICneg/Batch2_HEU091_B_HILIC_neg.mzML,Batch2_HEU091_B_HILIC_neg.mzML,Unknown,HILICneg,2
HILICneg/HEU_Batch6_Qstd_HILIC_neg_1_SZ_07182023_009.mzML,HEU_Batch6_Qstd_HILIC_neg_1_SZ_07182023_009.mzML,Qstd,HILICneg,6
HILICneg/HEU_Batch6_Solvent_Blank_MobileA50B50_HILIC_neg_2_SZ_07182023_153.mzML,HEU_Batch6_Solvent_Blank_MobileA50B50_HILIC_neg_2_SZ_07182023_153.mzML,Solvent_Blank,HILICneg,6
HILICneg/HEU_Batch6_Blank_IS_HILIC_neg_2_SZ_07182023_151.mzML,HEU_Batch6_Blank_IS_HILIC_neg_2_SZ_07182023_151.mzML,Blank_IS,HILICneg,6
HILICneg/HEU_Batch6_Sample22_HILIC_neg_SZ_07182023_063.mzML,HEU_Batch6_Sample22_HILIC_neg_SZ_07182023_063.mzML,Unknown,HILICneg,6
HILICneg/HEU_Batch8_Sample51_HILIC_neg_SZ_07252023_127.mzML,HEU_Batch8_Sample51_HILIC_neg_SZ_07252023_127.mzML,Unknown,HILICneg,8
HILICneg/HEU_Batch6_Sample25_HILIC_neg_SZ_07182023_069.mzML,HEU_Batch6_Sample25_HILIC_neg_SZ_07182023_069.mzML,Unknown,HILICneg,6
HILICneg/Batch2_HEU063_M_HILIC_neg.mzML,Batch2_HEU063_M_HILIC_neg.mzML,Unknown,HILICneg,2
HILICneg/HEU_Batch5_Pool_QC_Injection3uL_HILIC_neg_6_SZ_07142023_125.mzML,HEU_Batch5_Pool_QC_Injection3uL_HILIC_neg_6_SZ_07142023_125.mzML,QC,HILICneg,5
HILICneg/HEU_Batch4_Pool_QC_Injection3uL_HILIC_neg_2_SZ_07092023_037.mzML,HEU_Batch4_Pool_QC_Injection3uL_HILIC_neg_2_SZ_07092023_037.mzML,QC,HILICneg,4
HILICneg/HEU_Batch7_Solvent_Blank_MobileA50B50_HILIC_neg_2_SZ_07212023_151.mzML,HEU_Batch7_Solvent_Blank_MobileA50B50_HILIC_neg_2_SZ_07212023_151.mzML,Solvent_Blank,HILICneg,7
HILICneg/HEU_Batch8_Sample52_HILIC_neg_SZ_07252023_129.mzML,HEU_Batch8_Sample52_HILIC_neg_SZ_07252023_129.mzML,Unknown,HILICneg,8
HILICneg/HEU_Batch5_Blank_IS_HILIC_neg_1_SZ_07142023_003.mzML,HEU_Batch5_Blank_IS_HILIC_neg_1_SZ_07142023_003.mzML,Blank_IS,HILICneg,5
HILICneg/HEU_Batch8_Sample41_HILIC_neg_SZ_07252023_105.mzML,HEU_Batch8_Sample41_HILIC_neg_SZ_07252023_105.mzML,Unknown,HILICneg,8
HILICneg/HEU_Batch4_Sample36_HILIC_neg_SZ_07092023_093.mzML,HEU_Batch4_Sample36_HILIC_neg_SZ_07092023_093.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch6_Pool_QC_Injection3uL_HILIC_neg_5_SZ_07182023_103.mzML,HEU_Batch6_Pool_QC_Injection3uL_HILIC_neg_5_SZ_07182023_103.mzML,QC,HILICneg,6
HILICneg/HEU_Batch4_Sample8_HILIC_neg_SZ_07092023_031.mzML,HEU_Batch4_Sample8_HILIC_neg_SZ_07092023_031.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch4_Sample3_HILIC_neg_SZ_07092023_021.mzML,HEU_Batch4_Sample3_HILIC_neg_SZ_07092023_021.mzML,Unknown,HILICneg,4
HILICneg/HEU_Batch7_Sample24_HILIC_neg_SZ_07212023_067.mzML,HEU_Batch7_Sample24_HILIC_neg_SZ_07212023_067.mzML,Unknown,HILICneg,7
HILICneg/HEU_Batch7_Solvent_Blank_MobileA50B50_HILIC_neg_1_SZ_07212023_001.mzML,HEU_Batch7_Solvent_Blank_MobileA50B50_HILIC_neg_1_SZ_07212023_001.mzML,Solvent_Blank,HILICneg,7
HILICneg/HEU_Batch4_Process_Blank_HILIC_neg_1_SZ_07092023_005.mzML,HEU_Batch4_Process_Blank_HILIC_neg_1_SZ_07092023_005.mzML,Process_Blank,HILICneg,4
HILICneg/HEU_Batch3_Sample17_HILIC_neg_SZ_07062023_051.mzML,HEU_Batch3_Sample17_HILIC_neg_SZ_07062023_051.mzML,Unknown,HILICneg,3
HILICneg/HEU_Batch5_Sample39_HILIC_neg_SZ_07142023_099.mzML,HEU_Batch5_Sample39_HILIC_neg_SZ_07142023_099.mzML,Unknown,HILICneg,5
HILICneg/HEU_Batch7_Sample11_HILIC_neg_SZ_07212023_039.mzML,HEU_Batch7_Sample11_HILIC_neg_SZ_07212023_039.mzML,Unknown,HILICneg,7
HILICneg/HEU_Batch3_Pool_QC_Injection2uL_HILIC_neg_1_SZ_07062023_013.mzML,HEU_Batch3_Pool_QC_Injection2uL_HILIC_neg_1_SZ_07062023_013.mzML,QC,HILICneg,3
HILICneg/HEU_Batch7_Sample40_HILIC_neg_SZ_07212023_101.mzML,HEU_Batch7_Sample40_HILIC_neg_SZ_07212023_101.mzML,Unknown,HILICneg,7
HILICneg/HEU_Batch8_Sample20_HILIC_neg_SZ_07252023_057.mzML,HEU_Batch8_Sample20_HILIC_neg_SZ_07252023_057.mzML,Unknown,HILICneg,8
HILICneg/HEU_Batch3_Sample13_HILIC_neg_SZ_07062023_043.mzML,HEU_Batch3_Sample13_HILIC_neg_SZ_07062023_043.mzML,Unknown,HILICneg,3
HILICneg/HEU_Batch3_Sample18_HILIC_neg_SZ_07062023_053.mzML,HEU_Batch3_Sample18_HILIC_neg_SZ_07062023_053.mzML,Unknown,HILICneg,3
HILICneg/Batch2_HEU029_B_HILIC_neg.mzML,Batch2_HEU029_B_HILIC_neg.mzML,Unknown,HILICneg,2
HILICneg/HEU_Batch7_Sample37_HILIC_neg_SZ_07212023_095.mzML,HEU_Batch7_Sample37_HILIC_neg_SZ_07212023_095.mzML,Unknown,HILICneg,7
HILICneg/HEU_Batch5_Sample26_HILIC_neg_SZ_07142023_071.mzML,HEU_Batch5_Sample26_HILIC_neg_SZ_07142023_071.mzML,Unknown,HILICneg,5
HILICneg/Batch2_Pool_QC_HILIC_neg_1.mzML,Batch2_Pool_QC_HILIC_neg_1.mzML,QC,HILICneg,2
HILICneg/Batch2_HEU161_M_HILIC_neg.mzML,Batch2_HEU161_M_HILIC_neg.mzML,Unknown,HILICneg,2
HILICneg/HEU_Batch6_Sample34_HILIC_neg_SZ_07182023_089.mzML,HEU_Batch6_Sample34_HILIC_neg_SZ_07182023_089.mzML,Unknown,HILICneg,6
HILICneg/HEU_Batch3_Sample51_HILIC_neg_SZ_07062023_127.mzML,HEU_Batch3_Sample51_HILIC_neg_SZ_07062023_127.mzML,Unknown,HILICneg,3
HILICneg/HEU_Batch1_Solvent_Blank_MobileA50B50_HILIC_neg_1_SZ_07282023_001.mzML,HEU_Batch1_Solvent_Blank_MobileA50B50_HILIC_neg_1_SZ_07282023_001.mzML,Solvent_Blank,HILICneg,1
HILICneg/HEU_Batch3_Sample52_HILIC_neg_SZ_07062023_129.mzML,HEU_Batch3_Sample52_HILIC_neg_SZ_07062023_129.mzML,Unknown,HILICneg,3
HILICneg/HEU_Batch1_Sample28_HILIC_neg_SZ_07282023_075.mzML,HEU_Batch1_Sample28_HILIC_neg_SZ_07282023_075.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch1_Sample23_HILIC_neg_SZ_07282023_065.mzML,HEU_Batch1_Sample23_HILIC_neg_SZ_07282023_065.mzML,Unknown,HILICneg,1
HILICneg/HEU_Batch5_Sample25_HILIC_neg_SZ_07142023_069.mzML,HEU_Batch5_Sample25_HILIC_neg_SZ_07142023_069.mzML,Unknown,HILICneg,5
